"","latitude","longitude","month","snc"
"567",57.452529,-116.183952,3,0.9951171875
"568",57.452529,-116.183952,4,0.9951171875
"569",57.452529,-116.183952,5,0.965691677398152
"570",57.452529,-116.183952,6,0.216530133038759
"571",57.452529,-116.183952,7,0.00178336414198081
"572",57.452529,-116.183952,8,0.00178336414198081
"573",57.452529,-116.183952,9,0.108725769859221
"574",57.452529,-116.183952,10,0.848881327443653
"575",57.452529,-116.183952,11,0.967475043402778
"576",57.452529,-116.183952,12,0.967475043402778
"577",57.452529,-116.183952,1,0.9951171875
"578",57.452529,-116.183952,2,0.9951171875
"579",57.452529,-116.183952,3,0.9951171875
"580",57.452529,-116.183952,4,0.9951171875
"581",57.452529,-116.183952,5,0.965691677398152
"582",57.452529,-116.183952,6,0.216530133038759
"583",57.452529,-116.183952,7,0.00178336414198081
"584",57.452529,-116.183952,8,0.00178336414198081
"585",57.452529,-116.183952,9,0.108725769859221
"586",57.452529,-116.183952,10,0.848881327443653
"587",57.452529,-116.183952,11,0.967475043402778
"588",57.452529,-116.183952,12,0.967475043402778
"589",57.097446,-114.573807,1,0.213623046875
"590",57.097446,-114.573807,2,0.213623046875
"591",57.097446,-114.573807,3,0.213623046875
"592",57.097446,-114.573807,4,0.213623046875
"593",57.097446,-114.573807,5,0.210177513460318
"594",57.097446,-114.573807,6,0.0547903562223332
"595",57.097446,-114.573807,7,0
"596",57.097446,-114.573807,8,0
"597",57.097446,-114.573807,9,0.00771416576268772
"598",57.097446,-114.573807,10,0.142989618703723
"599",57.097446,-114.573807,11,0.207689073350694
"600",57.097446,-114.573807,12,0.207689073350694
"601",57.097446,-114.573807,1,0.213623046875
"602",57.097446,-114.573807,2,0.213623046875
"603",57.097446,-114.573807,3,0.213623046875
